敌方阿尔劳内A,"Map059.json,events,4,name"
那我就先告辞了～」,"Map059.json,events,16,pages,6,list,47,parameters,0"
\C[27]清彦,"Map059.json,events,16,pages,6,list,50,parameters,0"
「哈！」,"Map059.json,events,16,pages,6,list,51,parameters,0"
现在，她在做什么呢。,"Map059.json,events,16,pages,6,list,53,parameters,0"
感受到阳光和水分，知道了,"Map059.json,events,16,pages,6,list,54,parameters,0"
这是多么舒服的事情。,"Map059.json,events,16,pages,6,list,55,parameters,0"
\C[27]清彦,"Map059.json,events,16,pages,6,list,58,parameters,0"
「（明明不应该在做这种事！）」,"Map059.json,events,16,pages,6,list,59,parameters,0"
现在必须赶快回到城里……！,"Map059.json,events,16,pages,6,list,61,parameters,0"
她发誓着。,"Map059.json,events,16,pages,6,list,62,parameters,0"
阿露娜,"Map059.json,events,16,pages,7,list,2,parameters,0"
「怎么了～？你口渴了吗？」,"Map059.json,events,16,pages,7,list,3,parameters,0"
\C[27]清彦,"Map059.json,events,16,pages,7,list,6,parameters,0"
「唔、好吵……！」,"Map059.json,events,16,pages,7,list,7,parameters,0"
阿尔劳内,"Map059.json,events,16,pages,7,list,9,parameters,0"
「……？虽然不太明白,"Map059.json,events,16,pages,7,list,10,parameters,0"
但是多晒太阳、多喝水就好啦！」,"Map059.json,events,16,pages,7,list,11,parameters,0"
她反击了。,"Map059.json,events,16,pages,7,list,13,parameters,0"
但是……阿尔劳内们无视了她的反应,"Map059.json,events,16,pages,7,list,14,parameters,0"
只是关心她的身体状况。,"Map059.json,events,16,pages,7,list,15,parameters,0"
通常情况下，不会对人类说『口渴了吗？』。\!,"Map059.json,events,16,pages,7,list,17,parameters,0"
这样说话是因为，对于阿露娜们来说,"Map059.json,events,16,pages,7,list,18,parameters,0"
现在的她们是同族，是伙伴――。,"Map059.json,events,16,pages,7,list,19,parameters,0"
阿尔劳内,"Map059.json,events,16,pages,7,list,21,parameters,0"
「现在的话，去北边的建筑那边,"Map059.json,events,16,pages,7,list,22,parameters,0"
可以好好享受阳光和水哦～♪」,"Map059.json,events,16,pages,7,list,23,parameters,0"
太阳。日光。\!,"Map059.json,events,16,pages,7,list,25,parameters,0"
这个词在脑海中重复。,"Map059.json,events,16,pages,7,list,26,parameters,0"
太阳会分泌出花蜜，流动到全身成为营养,"Map059.json,events,16,pages,7,list,28,parameters,0"
水分则通过花蜜高效地活化。,"Map059.json,events,16,pages,7,list,29,parameters,0"
这是阿露娜所需要的营养。,"Map059.json,events,16,pages,7,list,30,parameters,0"
\C[27]清彦,"Map059.json,events,16,pages,7,list,33,parameters,0"
「（水……太阳）」,"Map059.json,events,16,pages,7,list,34,parameters,0"
感觉真好。,"Map059.json,events,16,pages,7,list,36,parameters,0"
就像人类泡温泉时,"Map059.json,events,16,pages,7,list,37,parameters,0"
吃喝一体的酒和小吃一样。,"Map059.json,events,16,pages,7,list,38,parameters,0"
\!一个可以享受两种乐趣。,"Map059.json,events,16,pages,7,list,39,parameters,0"
想象着同时享用这两样东西,"Map059.json,events,16,pages,7,list,42,parameters,0"
她的身体扭动着，愉悦的样子。,"Map059.json,events,16,pages,7,list,43,parameters,0"
\!\C[18]从出生开始就像阿尔劳内一样。,"Map059.json,events,16,pages,7,list,44,parameters,0"
阿尔劳内,"Map059.json,events,16,pages,7,list,46,parameters,0"
「脸色变好了吗？,"Map059.json,events,16,pages,7,list,47,parameters,0"
那我就先告辞了～」,"Map059.json,events,16,pages,7,list,48,parameters,0"
\C[27]清彦,"Map059.json,events,16,pages,7,list,51,parameters,0"
「哈！」,"Map059.json,events,16,pages,7,list,52,parameters,0"
现在，她在做什么呢。,"Map059.json,events,16,pages,7,list,54,parameters,0"
感受到阳光和水分，知道了,"Map059.json,events,16,pages,7,list,55,parameters,0"
这是多么舒服的事情。,"Map059.json,events,16,pages,7,list,56,parameters,0"
\C[27]清彦,"Map059.json,events,16,pages,7,list,59,parameters,0"
「（明明不应该在做这种事！）」,"Map059.json,events,16,pages,7,list,60,parameters,0"
现在必须赶快回到城里……！,"Map059.json,events,16,pages,7,list,62,parameters,0"
她发誓着。,"Map059.json,events,16,pages,7,list,63,parameters,0"
阿尔劳内,"Map059.json,events,16,pages,8,list,1,parameters,0"
「好困～」,"Map059.json,events,16,pages,8,list,2,parameters,0"
\C[27]阿尔劳内,"Map059.json,events,16,pages,8,list,4,parameters,0"
「边晒太阳边睡觉吧♪」,"Map059.json,events,16,pages,8,list,5,parameters,0"
